fileName,script,labels
Ses01F_script01_1_M019,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things.",ang
Ses01F_script01_1_F020,Oh.  I ignore what I got to ignore.  That girl is Larry's girl.,xxx
Ses01F_script01_1_M020,She's not Larry's girl.,fru
Ses01F_script01_1_F021,"From your father's point of view, he is not dead and- Chris he still thinks he's still alive.  The girl is Larry's girl.",fru
Ses01F_script01_1_F022,"Now you can go on from there if you know where to go, but I'm telling you, I don't know where to go.",fru
Ses01F_script01_1_M021,"I don't know why it is, but every time I reach out for something I have to pull back because I am afraid other people will suffer. My whole bloody life, time after time.",fru
Ses01F_script01_1_F023,"You're a considerate fellow, there's nothing wrong in that.",fru
Ses01F_script01_1_M022,To hell with that.,fru
Ses01F_script01_1_F024,I just don't see why.  Have you asked Annie yet?,fru
Ses01F_script01_1_M023,I wanted to get this settled first.,neu
Ses01F_script01_1_F025,Well how do you know she's going to marry you?  Maybe she feels the same way your father does.,fru
Ses01F_script01_1_M024,"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him.",neu
Ses01F_script01_1_M025,And then we'll thrash it out with father.  Okay Mom?  Don't avoid me.,neu
Ses01F_script01_1_F026,The trouble is you don't see enough women.  You never did.,fru
Ses01F_script01_1_M026,So what.  I'm not fast with women.,fru
Ses01F_script01_1_F027,Why does it have to be Annie?,fru
Ses01F_script01_1_M027,Because it is.,fru
Ses01F_script01_1_F028,Oh that's a great reason.  It's no reason at all.,fru
Ses01F_script01_1_M028,I don't know.,fru
Ses01F_script01_1_F029,"You haven't seen her since you went away to war, it's been five years.",fru
Ses01F_script01_1_M029,"I can't help it, I know her best.  I was brought up next door to her, you know?  These years when I think of someone for my wife, I think of Annie.",fru
Ses01F_script01_1_M030,"Mom, what do you want?  A diagram?",fru
Ses01F_script01_1_F030,I don't want a diagram.,fru
Ses01F_script01_1_F031,He thinks he's coming back Chris.,fru
Ses01F_script01_1_F032,"You marry that girl, you are pronouncing him dead...",fru
Ses01F_script01_1_F033,...and then what's that going to do to your father?  Do you know?  I don't.,fru
Ses01F_script01_1_M031,"All right, then, Mom. [BREATHING]",fru
Ses01F_script01_1_F034,Just give it some more thought.,neu
Ses01F_script01_1_M032,"I've given it three years of thought.  And I'd hope that if I waited, father would forget about Larry and then we could just have a regular wedding and everyone would be happy.",fru
Ses01F_script01_1_M033,"But if I can't do that here, I may have to go somewhere else.",fru
Ses01F_script01_1_F035,What the hell is this?,ang
Ses01F_script01_1_M034,"I'll get out.  I'll get married and I'll move somewhere else, maybe New York.",neu
Ses01F_script01_1_F036,Are you crazy?,xxx
Ses01F_script01_1_M035,"I've been a good son for too long, a good sucker.",fru
Ses01F_script01_1_F037,You have a business here.  What the hell is this?,ang
Ses01F_script01_1_M036,The business?  The business doesn't inspire me.,fru
Ses01F_script01_1_F038,Oh.  Must you be inspired?,ang
Ses01F_script01_1_M037,"Yes.  I like it for an hour a day.  I don't care if I have to grub for money all day long, when I come home I want it happy.",fru
Ses01F_script01_1_M038,"I want some kids, I want a family, I want somebody that I can give myself to and Annie is in the center of that.  Now it's just where to find it.",fru
Ses01F_script01_1_F039,You mean to tell me that you would leave the business over this?,fru
Ses01F_script01_1_M039,"On this, I would.",neu
Ses01F_script01_1_F040,Well you don't want to think like that.,fru
Ses01F_script01_1_M040,Then help me stay here.,neu
Ses01F_script01_1_F041,"All right.  But you don't want to think like that because what the hell are we working for, Chris?  It's all for you.  This whole shooting match is for you.",ang
Ses01F_script01_1_M041,I know that.  Then just help me stay here.,fru
Ses01F_script01_1_F042,Just don't think like that.,ang
Ses01F_script01_1_M042,Well I am thinking like that.,fru
Ses01F_script01_1_F043,"I don't understand you, do I?",fru
Ses01F_script01_1_M043,No.  You don't.  I'm a pretty tough guy.,fru
Ses01F_script01_1_F044,I can see that.,fru
Ses01F_script01_2_F000,Why did he invite her here?,xxx
Ses01F_script01_2_M000,Why does that bother you?,xxx
Ses01F_script01_2_F001,"She's been in New York three and an half years, why all of a sudden?",xxx
Ses01F_script01_2_M001,Well maybe...maybe he just wanted to see her.,neu
Ses01F_script01_2_F002,Nobody comes seven hundred miles just to see.,xxx
Ses01F_script01_2_M002,"What do you mean?  You know he lived next door to the girl his whole life, why wouldn't he want to see her?",xxx
Ses01F_script01_2_M003,[BREATHING] You don't look at me like that.  He didn't tell me anything more than he told you.,fru
Ses01F_script01_2_F003,He's not going to marry her.,ang
Ses01F_script01_2_M004,How do you know he's even thinking about it?,neu
Ses01F_script01_2_F004,It's got that about it.,ang
Ses01F_script01_2_M005,Oh.  So what.,xxx
Ses01F_script01_2_F005,"What is going on here, Joe?",ang
Ses01F_script01_2_M006,Now listen.,fru
Ses01F_script01_2_F006,She is not his girl.  She knows she's not.,ang
Ses01F_script01_2_M007,You can't read her mind.,fru
Ses01F_script01_2_F007,"Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.",ang
Ses01F_script01_2_M008,How do you know why she waited?,neu
Ses01F_script01_2_F008,"Because she knows what I know, that's why.  She's faithful as a rock.  In my darkest moments, I think of her waiting and I know that I'm right.",ang
Ses01F_script01_2_M009,"Hey look, it's a nice day, huh?  Why are we arguing?",fru
Ses01F_script01_2_F009,"Nobody in this house dares take away her faith, Joe.  You know strangers might, but not his father, not his brother.",ang
Ses01F_script01_2_M010,What do you want me to do? What do you want?,fru
Ses01F_script01_2_F010,"I want you to-- I want you to act like he is coming back, both of you.  Don't think I haven't noticed you since Chris invited her here.",ang
Ses01F_script01_2_F011,I won't stand for any nonsense.,ang
Ses01F_script01_2_M011,Kate.,fru
Ses01F_script01_2_F012,"Because if he's not coming back, I'll kill myself.  Oh laugh, laugh all you like but why does this happen the very night he comes back.  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe, look.",ang
Ses01F_script01_2_M012,[BREATHING],fru
Ses01F_script01_2_M013,Calm yourself.,fru
Ses01F_script01_2_F013,"Just believe with me, Joe. Only last week a man came back in Detroit missing longer than Larry.  Believe with me. You, above all, have got to believe. Just believe.",ang
Ses01F_script01_2_M014,Okay. Calm yourself.,fru
Ses01F_script01_2_M015,"I know. All right, all right. All right. Okay.  Calm yourself. What does that mean, me above all?",fru
Ses01F_script01_2_M016,"Look at you, you're shaking.",xxx
Ses01F_script01_2_F014,I can't help it.,fru
Ses01F_script01_2_M017,"What have I got to hide?  What the hell is the matter with you, Kate?",ang
Ses01F_script01_3_F000,You're the only one who still loves his parents.,neu
Ses01F_script01_3_M000,"I know.  It kind of went out of style, didn't it?",neu
Ses01F_script01_3_F001,It's not so bad; it's a good thing.,neu
Ses01F_script01_3_F002,"[BREATHING] You know, it's lovely here.  The air is sweet.",neu
Ses01F_script01_3_M001,You're not sorry you came.,neu
Ses01F_script01_3_F003,"I'm not sorry, no. But I'm...I can't stay.",neu
Ses01F_script01_3_M002,Why not?,xxx
Ses01F_script01_3_F004,"For one thing, your mother much as told me to go.",neu
Ses01F_script01_3_M003,Well.,neu
Ses01F_script01_3_F005,"And then, you.  You've been kind of...",neu
Ses01F_script01_3_M004,What?,neu
Ses01F_script01_3_F006,Sort of embarrassed ever since I got here.,neu
Ses01F_script01_3_M005,Well I was kind of planning of sneaking up on you over the course of a week or so.  They just take it for granted that we're all set.,neu
Ses01F_script01_3_F007,I knew they would.,neu
Ses01F_script01_3_M006,You did?,xxx
Ses01F_script01_3_F008,"Well sure, from your mother's point of view.  Why else would I come?",neu
Ses01F_script01_3_M007,"So would you want to?  I mean, I guess you have to know that's kind of why I asked you to come?",xxx
Ses01F_script01_3_F009,"I, umm. I guess, I guess that's kind of why I came.",neu
Ses01F_script01_3_F010,[BREATHING],hap
Ses01F_script01_3_M008,"I love you. Annie, I love you.",hap
Ses01F_script01_3_F011,[LAUGHTER],hap
Ses01F_script01_3_M009,"I don't really have any imagination, that's all I know how to say.",hap
Ses01F_script01_3_F012,[LAUGHTER],hap
Ses01F_script01_3_M010,"Am I embarrassing you? Are you - See, I didn't want to do it here with this yard, on this porch.  I wanted it to be somewhere new, some place fresh for both of us.",hap
Ses01F_script01_3_F013,No. No,hap
Ses01F_script01_3_M011,"You feel uncomfortable here, you feel that it's wrong here somehow.  I just...I don't...I didn't want...I didn't want to take you away from anything.",xxx
Ses01F_script01_3_F014,"Chris, I've been ready a long, long, time.",neu
Ses01F_script01_3_M012,And he's gone forever?  Are you sure?,xxx
Ses01F_script01_3_F015,I almost got married two years ago.,neu
Ses01F_script01_3_M013,Why didn't you?,xxx
Ses01F_script01_3_F016,You started to write me.,neu
Ses01F_script01_3_M014,You felt something that far back?,sur
Ses01F_script01_3_F017,Every day since.,hap
Ses01F_script01_3_M015,Why didn't you let me know?,hap
Ses01F_script01_3_F018,"I was waiting for you, Chris.  You sure can be ambiguous, you know.  And when you did finally write me,",xxx
Ses01F_script01_3_M016,Give me a...,hap
Ses01F_script01_3_M017,Give me a kiss.,hap
Ses01F_script01_3_M018,God.  I kissed you Annie.,xxx
Ses01F_script01_3_F019,beating around the bush.,hap
Ses01F_script01_3_F020,"I will never forgive you.  All I'd done was sit around wondering if I was crazy waiting so long, wondering if you were thinking about me.",hap
Ses01F_script01_3_M019,"Oh Annie, we are going to live now.  I am going to make you so happy.",hap
Ses01F_script01_3_F021,Not like that you're not.,hap
Ses01F_script01_3_M020,I kissed you.,hap
Ses01F_script01_3_F022,"Like Larry's brother.  Do it like you, Chris.",neu
Ses01F_script01_3_F023,"Chris, what is it?",xxx
Ses01F_script01_3_M021,"Hey, let's drive some place.  Huh?  Let's get out of here.",sad
Ses01F_script01_3_F024,No. What is it?  Is it your mother?,xxx
Ses01F_script01_3_M022,No it's nothing like that. It's-,sad
Ses01F_script01_3_F025,"Then what?  Chris.  Even in your letters, there was something ashamed.",xxx
Ses01F_script01_3_M023,Yeah.  I suppose I have been. But it's going from me.,sad
Ses01F_script01_3_F026,You've got to tell me.,xxx
Ses01F_script01_3_M024,I don't even know how to start.,sad
Ses01F_script01_3_F027,It wouldn't work like this.,xxx
Ses01F_script01_3_M025,"It's just all mixed up with so many other things, you know?  You know overseas I was in command of a company?",sad
Ses01F_script01_3_F028,"Yeah, sure.",neu
Ses01F_script01_3_M026,Well I lost them.,sad
Ses01F_script01_3_F029,How many?,neu
Ses01F_script01_3_M027,Pretty much all.,sad
Ses01F_script01_3_F030,"Aw, geez.",sad
Ses01F_script01_3_M028,You can't just toss off a thing like that because they weren't just men. You know?,sad
Ses01F_script01_3_M029,"Like for instance, there was this one time it had been raining for several days and this kid he just came up to me and he gave me his last pair of dry socks.  He just put them in my pocket.  That's a little thing, you know, but that's what kind of guys I had.",sad
Ses01F_script01_3_M030,"They didn't die, they killed themselves for each other.  I mean that, exactly.  Just a little more selfish and they would all be here today.",sad
Ses01F_script01_3_M031,"And I had this idea as I was watching them go down.  Everything was being destroyed, you know, but this one thing was being made.  It was kind of a monument, it's kind of responsibility, man for man.",xxx
Ses01F_script01_3_F031,Mmhmm.,neu
Ses01F_script01_3_M032,"To bring that on to the earth again, you know, is like some kind of monument and I thought I would just make a difference to them.",sad
Ses01F_script01_3_M033,"But then I came home and it was incredible, you know?  The whole thing was just kind of this random bus accident.  You know, I went back to the rat race again, I went to work.",sad
Ses01F_script01_3_M034,Driving my new car and seeing a new refrigerator.,xxx
Ses01F_script01_3_M035,"I mean...You can't take those things out of a war. when you drive that car and you see that new refrigerator, you have to know that it came out of the love that a man can have for another man.",xxx
Ses01F_script01_3_M036,And I didn't want any of it. I guess that included you.,sad
Ses01F_script01_3_F032,Do you still feel that way?,xxx
Ses01F_script01_3_M037,I just want you to know Annie.,neu
Ses01F_script01_3_F033,"Because you mustn't feel that way.  Everything you have, you've earned - everything.  you understand me?",xxx
Ses01F_script01_3_F034,"Even me.  And your money?  Chris, there's nothing wrong in your money.  Your father put hundreds of planes into the air, you should be proud of that.  A man should be paid for that.",xxx
Ses01F_script01_3_M038,"Annie, Annie.  I am going to make a fortune for you.",xxx
Ses01F_script01_3_F035,What would I do with a fortune?,hap
Ses01F_script02_1_M000,"What time is it?  I think it's supposed to run around midnight, right?  God, this is great, isn't it, Carla?  Look at this night we got here, huh.",xxx
Ses01F_script02_1_M001,"Actually I want to get a little further up the coast, get away from all like the lights and the people, but...  How are you doing?",xxx
Ses01F_script02_1_F000,Fine.,neu
Ses01F_script02_1_M002,"Okay.  Is that, is that--",exc
Ses01F_script02_1_M003,No.  That's just foam.  I don't know.  I can't tell.,xxx
Ses01F_script02_1_F001,[BREATHING],fru
Ses01F_script02_1_M004,"I don't know, probably if you can't tell, though, it's probably not them, right?  It's probably going to be like this unmistakable thing, right?",xxx
Ses01F_script02_1_M005,Oh no.  you know what I forgot?,xxx
Ses01F_script02_1_F002,What?,xxx
Ses01F_script02_1_M006,"My flashlight.  God, how could I be so stupid?  I can't believe I forgot my flashlight.",xxx
Ses01F_script02_1_F003,What flashlight?,sur
Ses01F_script02_1_M007,"The flashlight, the silver one.  There's only one, isn't there?",neu
Ses01F_script02_1_F004,That's not your flashlight.,neu
Ses01F_script02_1_M008,Whose is it?,neu
Ses01F_script02_1_F005,It's ours; it's my flashlight too.,xxx
Ses01F_script02_1_M009,"Oh...well. Yeah, of course.",neu
Ses01F_script02_1_F006,You keep saying my flashlight like it's just yours.,ang
Ses01F_script02_1_M010,No.,neu
Ses01F_script02_1_F007,How's that supposed to make me feel?,ang
